name,align_cutoff_head_slv,align_cutoff_tail_slv,align_filter_slv,align_quality_slv,aligned_slv,lca_tax_slv,nearest_slv,turn
RRZU010245767.1_859-1718(+),0,0,,99,2020-12-10 20:48:56,Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Paludibacteraceae;,FJ375430.1.1.1453~0.967 FJ534995.1.1.1486~0.958 CP002345.1.1438824.1440339~0.948 CP002345.1.2295277.2296792~0.948 AJ488070.1.1.1521~0.945 MNZK01000032.1.2932.4467~0.945 CP002345.1.191924.193439~0.942 FPLS01048670.1.18.1522~0.935 GAFH01001643.1.7.1510~0.934 LC028885.1.1.1523~0.932 ,turn-check disabled
RRZU010244076.1_1024-1888(-),0,0,,99,2020-12-10 20:48:56,Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes;,ABFK02000017.1.223676.225190~0.999 ABFK02000016.1.619821.621335~0.999 FCNT01000097.1.14.1527~0.983 FP929032.1.881290.882801~0.981 CEBY01043209.1.9650.11156~0.980 CEAL01000984.1.1.1467~0.979 ARFY01000032.1.606843.608350~0.977 ARFY01000017.1.91797.93304~0.977 LS999984.1.1.1525~0.976 CDTW01027470.1.3361.4864~0.975 ,turn-check disabled
RRZU011376869.1_188-1049(+),0,0,,99,2020-12-10 20:48:56,Bacteria;Chloroflexi;Anaerolineae;,KT261438.1.1.1456~0.957 FPLP01011722.1.10.1492~0.928 FPLP01008630.1.10.1491~0.926 AP012337.1.1661657.1663156~0.921 AP012337.1.1275742.1277241~0.921 FPLM01004122.1.8.1488~0.921 FJ152757.1.1.1458~0.920 KJ461496.1.1.1486~0.920 FJ889261.1.1.1457~0.918 JQ427538.1.1.1456~0.918 ,turn-check disabled
RRZU010532298.1_68-790(-),0,0,,99,2020-12-10 20:48:57,Bacteria;Acidobacteriota;Holophagae;Holophagales;Holophagaceae;,AB240463.1.1.1494~0.938 JX223791.1.1.1424~0.927 FN689719.1.1.1433~0.913 FN554392.1.1.1340~0.909 KM200397.1.1.1507~0.907 AM086131.1.1.1462~0.907 FJ810540.1.1.1502~0.906 KY121983.1.1.1493~0.906 GQ406182.1.1.1494~0.904 HM141861.1.1.1501~0.904 ,turn-check disabled
RRZU011102566.1_566-1313(-),0,0,,99,2020-12-10 20:48:57,Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;,HE681381.1.1.1531~0.898 FWIF01000003.1.26.1566~0.897 AP012551.1.3194943.3196482~0.897 MH071150.1.1.1556~0.897 CP023964.1.4576827.4578375~0.896 CP023964.1.1040832.1042380~0.896 CP023964.1.4538468.4540016~0.896 CP023964.1.4730572.4732120~0.896 CP023964.1.4870429.4871977~0.896 CP023964.1.328548.330095~0.896 ,turn-check disabled
RRZU010532299.1_3315-4079(-),0,0,,98,2020-12-10 20:48:57,Bacteria;Firmicutes;Bacilli;Erysipelotrichales;Erysipelotrichaceae;Holdemanella;,ABYT01000002.1.2079.3606~0.988 FPLO01000391.1.10.1530~0.982 FPLO01001040.1.10.1531~0.973 DQ532140.1.1.1504~0.966 NFZJ01004445.1.1.1241~0.955 GQ159560.1.1.1479~0.954 EU530311.1.1.1504~0.950 KM244837.1.1.1500~0.948 FP929041.1.134513.136043~0.948 CVOD01000100.1.3271.4812~0.941 ,turn-check disabled
RRZU011071448.1_384-1117(+),0,0,,99,2020-12-10 20:48:57,Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Flavobacterium;,FJ535179.1.1.1478~0.999 KM187191.1.1.1379~0.996 MUFW01000004.1.3302.4818~0.996 AM230494.1.1.1503~0.995 KF648280.1.1.1462~0.993 MG575970.1.1.1496~0.992 KF441555.1.1.1501~0.992 EU431710.1.1.1453~0.990 EU431754.1.1.1475~0.990 KC189641.1.1.1476~0.990 ,turn-check disabled
RRZU011852379.1_66-1835(-),0,0,,72,2020-12-10 20:48:57,Unclassified;,,turn-check disabled
RRZU010828560.1_316-1194(+),0,0,,95,2020-12-10 20:48:57,Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Acidovorax;,Y18616.1.1.1526~0.962 CP021366.1.2851833.2853373~0.958 CP021362.1.1227773.1229313~0.958 CP021361.1.3560805.3562345~0.958 CP021359.1.3393157.3394697~0.958 CP021366.1.1910146.1911686~0.958 CP021362.1.2169097.2170637~0.958 CP021361.1.3864685.3866225~0.958 CP021359.1.3737073.3738613~0.958 CP021366.1.3826870.3828410~0.958 ,turn-check disabled
RRZU012409454.1_1127-1893(+),0,0,,99,2020-12-10 20:48:57,Bacteria;Campylobacterota;Campylobacteria;Campylobacterales;uncultured;,EU662592.1.1.1473~0.995 DQ295697.1.1.1443~0.990 EU662433.1.1.1476~0.990 AB240464.1.1.1479~0.988 KT072539.1.1.1477~0.987 AB030590.1.1.1457~0.984 GQ354906.1.1.1486~0.983 KJ578033.1.1.1476~0.983 KM410828.1.1.1473~0.980 KM410821.1.1.1457~0.980 ,turn-check disabled
RRZU010035925.1_43-794(-),0,0,,96,2020-12-10 20:48:57,Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Peptostreptococcaceae;Acetoanaerobium;,KR003418.1.1.1616~0.945 GU562448.1.1.1415~0.945 AF234746.1.1.1628~0.944 AJ488068.1.1.1625~0.944 AY570621.1.1.1493~0.944 HE576086.1.1.1376~0.944 JQ606884.1.1.1520~0.944 HE576029.1.1.1343~0.943 JN245800.1.1.1519~0.941 MF040357.1.1.1472~0.941 ,turn-check disabled
RRZU011608435.1_77-805(-),0,0,,98,2020-12-10 20:48:57,Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;[Ruminococcus] torques group;,HQ772637.1.1.1447~0.981 HQ796213.1.1.1449~0.977 HQ766087.1.1.1449~0.977 HQ778237.1.1.1450~0.977 HQ778575.1.1.1450~0.977 HQ795088.1.1.1452~0.977 HQ795241.1.1.1454~0.977 HQ785077.1.1.1458~0.977 HQ795089.1.1.1458~0.977 HQ795291.1.1.1460~0.977 ,turn-check disabled
RRZU011744128.1_3-754(-),0,0,,98,2020-12-10 20:48:57,Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;,MF981262.1.1.1477~0.943 JN398127.1.1.1455~0.921 GU454924.1.1.1496~0.917 FJ375366.1.1.1482~0.916 JQ684482.1.1.1407~0.916 FJ823944.1.1.1497~0.915 HQ755887.1.1.1443~0.915 JN852948.1.1.1476~0.915 JQ684495.1.1.1422~0.913 FJ192433.1.1.1497~0.913 ,turn-check disabled
RRZU010227134.1_24695-25440(+),0,0,,99,2020-12-10 20:48:57,Bacteria;Patescibacteria;Gracilibacteria;JGI 0000069-P22;,DQ988296.1.1.1248~0.953 FJ535176.1.1.1442~0.952 JX105672.1.1.1343~0.941 AJ853566.1.1.1402~0.941 JX521627.1.1.1451~0.938 EU101193.1.1.1440~0.937 AF445743.1.1.1435~0.936 AJ853603.1.1.1405~0.934 JX521384.1.1.1452~0.932 EF467466.1.1.1448~0.926 ,turn-check disabled
RRZU011939424.1_3-755(+),0,0,,92,2020-12-10 20:48:57,Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;,DQ852338.1.1.1516~0.915 AF395433.1.1.1535~0.914 GU389673.1.1.1235~0.914 DQ833326.1.1.1508~0.911 DQ833325.1.1.1500~0.903 AZII01001761.1.339.1840~0.903 U85415.1.1.1514~0.902 EU037903.1.1.1505~0.899 JQ996644.1.1.1493~0.898 CCXI01000161.1.112.1602~0.896 ,turn-check disabled
RRZU012357182.1_295-1156(-),0,0,,99,2020-12-10 20:48:57,Bacteria;Chloroflexi;Anaerolineae;Caldilineales;Caldilineaceae;uncultured;,KC683035.1.1.1496~0.987 JX079302.1.1.1280~0.985 KM823766.1.1.1518~0.983 FPLP01008492.1.1.1482~0.981 KJ807962.1.1.1467~0.963 FJ542929.1.1.1466~0.959 FPLP01012443.1.16.1497~0.954 FPLP01010239.1.1.1348~0.950 JQ426324.1.1.1461~0.948 KC683244.1.1.1500~0.948 ,turn-check disabled
RRZU012704353.1_109-682(+),0,0,,67,2020-12-10 20:48:57,Unclassified;,,turn-check disabled
RRZU011879387.1_1581-2316(+),0,0,,100,2020-12-10 20:48:57,Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Dysgonomonadaceae;Proteiniphilum;,HM467994.1.1.1455~1.000 JN256090.1.1.1498~0.997 EF559088.1.1.1494~0.995 EF559093.1.1.1470~0.993 EF586000.1.1.1467~0.993 FJ675327.1.1.1455~0.993 FJ672608.1.1.1402~0.990 GQ138162.1.1.1407~0.989 HQ698235.1.1.1362~0.989 JX096328.1.1.1402~0.989 ,turn-check disabled
RRZU010191645.1_326-1175(-),0,0,,99,2020-12-10 20:48:57,Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella_9;,FPLO01004398.1.16.1526~0.993 CBXK010002068.1.363.1874~0.992 AJWZ01002193.1.94.1618~0.989 FPLO01006023.1.15.1526~0.988 FPLO01005732.1.16.1401~0.987 ACBX02000014.1.1230.2749~0.986 FPLO01003877.1.11.1522~0.986 ACBX02000017.1.22857.24376~0.985 FPLO01002566.1.2.1400~0.982 FPLO01007057.1.11.1522~0.980 ,turn-check disabled
RRZU010602784.1_1037-1906(-),0,0,,99,2020-12-10 20:48:57,Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Dysgonomonadaceae;Dysgonomonas;,LT996135.1.1.1527~0.938 LT934443.1.1.1519~0.933 AY643492.1.1.1476~0.925 AB548676.1.1.1488~0.921 FN356023.1.1.1504~0.921 ADLV01000001.1.353.1867~0.919 EU598274.1.1.1499~0.914 AJ319867.2.1.1451~0.914 BBDX01000090.1.3966.5495~0.914 FJ393099.1.1.1490~0.911 ,turn-check disabled
RRZU013216039.1_18-667(+),0,0,,100,2020-12-10 20:48:57,Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Neisseriaceae;Vitreoscilla;,CP019644.1.2218063.2219592~1.000 CP019644.1.740033.741561~1.000 CP019644.1.1776898.1778427~1.000 CP019644.1.2282936.2284465~1.000 CP019644.1.2408709.2410237~1.000 CP019644.1.362554.364080~0.998 CP019644.1.2605265.2606788~0.995 CZPV01000004.1.70.1587~0.989 FPLM01005360.1.9.1530~0.989 FPLP01002462.1.17.1534~0.989 ,turn-check disabled
RRZU010473526.1_46-805(-),0,0,,96,2020-12-10 20:48:58,Bacteria;Campylobacterota;Campylobacteria;Campylobacterales;Arcobacteraceae;Arcobacter;,EF064152.1.1.1235~0.976 EF064151.1.1.1390~0.976 FR682113.1.1.1402~0.976 CP032823.1.69871.71376~0.976 CP032823.1.785256.786761~0.976 CP032823.1.102401.103906~0.976 CP032823.1.303648.305153~0.976 CP032823.1.568634.570139~0.976 DQ234115.2.1.1547~0.975 MF040433.1.1.1484~0.975 ,turn-check disabled
RRZU010128932.1_178-1060(-),0,0,,98,2020-12-10 20:48:58,Bacteria;Patescibacteria;Parcubacteria;Candidatus Nomurabacteria;,MFWA01000017.1.15698.17300~0.912 KC424740.1.1.1520~0.901 AWSN01000001.1.338194.339805~0.896 KF945003.1.1.1256~0.893 AB504963.1.1.1466~0.883 LBRP01000001.1.269775.271382~0.880 LBRF01000001.1.81006.82562~0.880 KX123463.1.1.1595~0.872 JX271992.1.1.1495~0.861 MHLU01000031.1.963.2524~0.847 ,turn-check disabled
RRZU010087469.1_561-1317(+),0,0,,100,2020-12-10 20:48:58,Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales;Coriobacteriaceae;Collinsella;,HQ819600.1.1.1423~1.000 HQ819582.1.1.1400~1.000 HQ819547.1.1.1423~1.000 AAVN02000007.1.139898.141384~1.000 AB616131.1.1.1467~1.000 AB595135.1.1.1467~1.000 AAVN02000013.1.41003.42488~1.000 AAVN02000007.1.3232.4717~1.000 AAVN02000009.1.318.1803~1.000 CP024160.1.167230.168745~1.000 ,turn-check disabled
RRZU010767233.1_6-804(+),0,0,,99,2020-12-10 20:48:58,Bacteria;Patescibacteria;Saccharimonadia;Saccharimonadales;,HQ343221.1.1.1496~0.932 FJ542918.1.1.1432~0.917 DQ499306.1.1.1424~0.917 GQ480099.1.1.1461~0.914 JQ800733.1.1.1435~0.914 JQ427566.1.1.1424~0.914 EU861950.1.1.1438~0.912 JX079236.1.1.1461~0.910 JN868868.1.1.1493~0.910 JF979357.1.1.1462~0.909 ,turn-check disabled
RRZU011707777.1_18-667(+),0,0,,99,2020-12-10 20:48:58,Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Neisseriaceae;,CP007446.1.384581.386123~0.977 CP007446.1.65863.67404~0.977 CP007446.1.202838.204379~0.977 JQ746651.1.1.1547~0.977 CP007446.1.338081.339623~0.977 JFZW01000012.1.235.1776~0.977 JTDO01000027.1.373.1926~0.975 LN869922.1.2122717.2124241~0.975 LN869922.1.1763086.1764610~0.975 LN869922.1.382904.384428~0.975 ,turn-check disabled
RRZU011109582.1_31-685(+),0,0,,99,2020-12-10 20:48:58,Bacteria;Spirochaetota;,FPLM01007662.1.12.1506~0.945 KM046973.1.1.1480~0.936 FPLM01003727.1.12.1543~0.933 KM046977.1.1.1512~0.928 GQ480157.1.1.1514~0.928 EU887797.1.1.1511~0.924 KU324308.1.1.1511~0.924 KM410447.1.1.1511~0.919 AB244313.1.1.1472~0.917 JFJP01050916.1.423.1952~0.917 ,turn-check disabled
RRZU013547999.1_116-766(-),0,0,,99,2020-12-10 20:48:58,Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;,X87150.1.1.1554~0.989 Y17301.1.1.1550~0.989 AJ306612.1.1.1520~0.980 CP019433.1.489040.490600~0.977 CP019433.1.1824395.1825955~0.977 CP019433.1.1134747.1136307~0.977 CP019433.1.1741636.1743196~0.977 CP019433.1.1607055.1608615~0.977 CP019433.1.1598116.1599676~0.975 KC541423.1.1.1556~0.974 ,turn-check disabled
RRZU010937718.1_2-730(-),0,0,,96,2020-12-10 20:48:58,Bacteria;Actinobacteriota;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;,AF275891.1.1.1365~0.971 EU768315.1.1.1350~0.971 GQ898761.1.1.1486~0.971 CP010437.1.2145122.2146598~0.971 FJ611793.2.1.1416~0.970 CP010437.1.1637878.1639352~0.970 CP010437.1.2065750.2067224~0.970 CP010437.1.1970210.1971684~0.970 GQ896711.1.1.1482~0.968 GQ898522.1.1.1486~0.968 ,turn-check disabled
RRZU013614731.1_2-783(-),0,0,,40,2020-12-10 20:48:58,Unclassified;,,turn-check disabled
RRZU013266364.1_224-869(-),0,0,,93,2020-12-10 20:48:58,Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Fusibacteraceae;Fusibacter;,LM999901.1.1.1524~0.922 GU389941.1.1.1327~0.913 JX193386.1.1.1529~0.907 EU591652.1.1.1473~0.902 KJ420408.1.1.1516~0.902 FR851323.1.1.1505~0.901 FR691501.1.1.1498~0.891 KX581174.1.1.1529~0.888 JX222855.1.1.1490~0.887 AB552909.1.1.1493~0.887 ,turn-check disabled
RRZU012873333.1_3-677(+),0,0,,99,2020-12-10 20:48:58,Bacteria;Firmicutes;Bacilli;RF39;,EU381929.1.1.1518~0.902 AF132233.1.1.1472~0.898 EU475533.1.1.1300~0.898 HQ716347.1.1.1389~0.898 GQ897793.1.1.1522~0.896 KF841722.1.1.1415~0.896 JX096311.1.1.1429~0.896 JX218383.1.1.1521~0.895 GQ451314.1.1.1539~0.895 EU843299.1.1.1558~0.895 ,turn-check disabled
RRZU011497697.1_1675-2609(-),0,0,,64,2020-12-10 20:48:58,Unclassified;,,turn-check disabled
RRZU010301669.1_71-913(-),0,0,,91,2020-12-10 20:48:58,Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;,CP013020.1.3929946.3931471~0.892 CP013020.1.3635869.3637394~0.892 CP013020.1.4980576.4982099~0.891 CP013020.1.522312.523836~0.891 CP013020.1.434264.435778~0.891 HQ020488.1.1.1502~0.890 EU136687.1.1.1985~0.890 CP013020.1.4642981.4644502~0.890 M58762.2.1.1533~0.888 CP008741.1.391903.393445~0.887 ,turn-check disabled
RRZU013136010.1_323-1187(+),0,0,,99,2020-12-10 20:48:58,Bacteria;Chloroflexi;Chloroflexia;Chloroflexales;Roseiflexaceae;,AB079639.1.1.1491~0.959 EU015112.1.1.1442~0.933 X84565.2.1.1398~0.932 AB166782.1.1.1440~0.917 EU881212.1.1.1455~0.912 AM697057.1.1.1431~0.909 JQ738795.1.1.1452~0.907 AB240368.1.1.1441~0.904 HM241126.1.1.1404~0.895 FJ479330.1.1.1451~0.894 ,turn-check disabled
RRZU011815927.1_18-656(+),0,0,,99,2020-12-10 20:48:58,Bacteria;Patescibacteria;Saccharimonadia;Saccharimonadales;Saccharimonadaceae;TM7a;,FJ671754.1.1.1440~0.975 HQ232437.1.1.1476~0.972 HQ132439.1.1.1437~0.970 KM046963.1.1.1429~0.964 LN568809.1.1.1325~0.962 FPLP01005472.1.17.1395~0.956 LN565048.1.1.1327~0.948 KT182632.1.1.1526~0.947 JF089298.1.1.1270~0.947 JQ191029.1.1.1367~0.945 ,turn-check disabled
RRZU010832840.1_438-1138(+),0,0,,98,2020-12-10 20:48:58,Bacteria;Bacteroidota;Kapabacteria;Kapabacteriales;,KC836033.1.1.1448~0.940 CU926913.1.1.1327~0.929 FJ485067.1.1.1365~0.927 HE576416.1.1.1429~0.927 FPLM01008496.1.16.1494~0.927 JN501492.1.1.1412~0.923 MHAN01000111.1.37651.39179~0.921 MGZV01000057.1.1852.3364~0.921 AB240289.1.1.1448~0.920 KM410339.1.1.1407~0.919 ,turn-check disabled
RRZU013324012.1_3-695(-),0,0,,97,2020-12-10 20:48:59,Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Paludibacteraceae;Paludibacter;,FJ375407.1.1.1637~0.954 AB478675.1.1.1399~0.952 JQ919786.1.1.1378~0.951 KC551747.1.1.1489~0.949 KC835976.1.1.1484~0.947 JX521073.1.1.1498~0.945 JX520972.1.1.1498~0.945 CU925188.1.1.1357~0.945 CU926949.1.1.1358~0.945 CU924952.1.1.1360~0.942 ,turn-check disabled
RRZU013481117.1_1-628(-),0,0,,93,2020-12-10 20:48:59,Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Microbacteriaceae;Leucobacter;,HQ132435.1.1.1484~0.925 GU593626.1.1.1484~0.925 JQ039895.1.1.1432~0.925 KY214292.1.1.1414~0.925 HE681227.1.1.1529~0.923 FJ230922.1.1.1403~0.923 KP340979.1.1.1334~0.923 HM306016.1.1.1343~0.922 LN561281.1.1.1354~0.922 LN564528.1.1.1359~0.922 ,turn-check disabled
RRZU013614845.1_85-734(-),0,0,,98,2020-12-10 20:48:59,Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;,LC028836.1.1.1521~0.940 LC028748.1.1.1513~0.929 AB506523.1.1.1525~0.928 AB969479.1.1.1526~0.928 AB494739.1.1.1540~0.926 AB824528.1.1.1513~0.926 LC028724.1.1.1522~0.926 CP001104.1.2029863.2031381~0.926 CP001104.1.872242.873760~0.926 LC028689.1.1.1513~0.924 ,turn-check disabled
RRZU010008339.1_2-760(+),0,0,,99,2020-12-10 20:48:59,Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;,FNVX01000001.1.312.1810~0.968 FJ535052.1.1.1478~0.966 AB547643.1.1.1486~0.966 CP011073.1.3796953.3798492~0.966 CP011073.1.4641052.4642591~0.966 CP012706.1.2989623.2991162~0.966 CP012706.1.3543274.3544813~0.966 CP012706.1.4164520.4166059~0.966 CP012706.1.3696427.3697966~0.966 CP012706.1.3755795.3757334~0.966 ,turn-check disabled
RRZU010945881.1_20-622(-),0,0,,99,2020-12-10 20:48:59,Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;,KU363880.1.1.1458~0.997 KU363903.1.1.1347~0.997 FJ674854.1.1.1420~0.997 CP030125.1.340838.342393~0.997 CP030125.1.17062.18617~0.997 CP030125.1.424300.425854~0.997 CP030125.1.85735.87290~0.997 CP017666.1.369262.370817~0.997 CP017667.1.369236.370791~0.997 ALMD01000003.1.3407.4935~0.997 ,turn-check disabled
RRZU011230031.1_36-685(-),0,0,,99,2020-12-10 20:48:59,Bacteria;Firmicutes;,DQ234215.2.1.1535~0.988 KC541106.1.1.1524~0.985 JX223302.1.1.1493~0.952 HM141859.1.1.1493~0.946 JX223649.1.1.1514~0.943 JX222186.1.1.1514~0.943 JX225462.1.1.1514~0.943 JX221747.1.1.1514~0.943 JX222964.1.1.1490~0.931 AY532582.1.1.1514~0.929 ,turn-check disabled
RRZU013317006.1_1090-1737(-),0,0,,99,2020-12-10 20:48:59,Bacteria;Firmicutes;Clostridia;Oscillospirales;Oscillospiraceae;,CP015406.2.1079531.1081069~0.989 AGCK01000014.1.389.1908~0.988 Y18187.1.1.1550~0.985 BABA01006862.1.484.1995~0.983 AY858476.2.1.1523~0.981 CP015406.2.84360.85899~0.981 LC028804.1.1.1521~0.978 FWEL01000003.1.4055.5565~0.977 CVUG01000013.1.3917.5427~0.974 AB746536.1.1.1526~0.969 ,turn-check disabled
RRZU011361869.1_714-1361(+),0,0,,96,2020-12-10 20:48:59,Bacteria;Fusobacteriota;Fusobacteriia;Fusobacteriales;Leptotrichiaceae;,CP001739.1.163539.165040~0.958 CP001739.1.3106539.3108040~0.958 CP001739.1.4405116.4406617~0.958 CP001739.1.3338356.3339857~0.958 M58678.2.1.1514~0.954 EF608534.1.1.1430~0.932 JN032812.1.1.1440~0.910 HM247527.1.1.1335~0.907 HM255381.1.1.1335~0.906 CU918610.1.1.1346~0.906 ,turn-check disabled
RRZU012913574.1_737-1636(-),0,0,,99,2020-12-10 20:48:59,Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Mitochondria;,AP014838.1.22012.23512~0.905 GU138662.1.20427.21937~0.893 LGSL01000305.1.21993.23480~0.870 LGTT01000265.1.3049.4535~0.864 LGTR01000136.1.23908.25394~0.857 KY885002.1.4981.6548~0.853 AATU01012341.1.11185.12673~0.852 LGSO01000254.1.324.1809~0.844 MIQA02014120.1.1880.3365~0.830 HM590418.1.5210.6712~0.821 ,turn-check disabled
RRZU010742144.1_2658-3237(+),0,0,,92,2020-12-10 20:48:59,Bacteria;Firmicutes;Negativicutes;Veillonellales-Selenomonadales;Selenomonadaceae;Selenomonas;,DQ186901.1.1.1633~0.912 EU748015.1.1.1445~0.908 AB507673.1.1.1543~0.907 EU344628.1.1.1374~0.907 FJ375363.1.1.1517~0.907 GQ358271.1.1.1414~0.905 KC835943.1.1.1522~0.905 GQ480034.1.1.1523~0.905 EU344171.1.1.1457~0.905 KC787348.1.1.1450~0.905 ,turn-check disabled
RRZU013043326.1_7-613(-),0,0,,88,2020-12-10 20:48:59,Bacteria;Deinococcota;Deinococci;Deinococcales;Deinococcaceae;Deinococcus;,AY743262.1.1.1457~0.893 AY743263.1.1.1457~0.893 EU977832.1.1.1387~0.893 CP026516.1.2358738.2360224~0.891 CP026516.1.2649737.2651222~0.891 Y13042.1.1.1472~0.891 JX089327.1.1.1442~0.888 CP026516.1.158452.159938~0.888 Y13043.1.1.1473~0.888 Y13041.1.1.1472~0.888 ,turn-check disabled
RRZU010757857.1_5-485(-),0,0,,99,2020-12-10 20:48:59,Archaea;Euryarchaeota;Methanobacteria;Methanobacteriales;Methanobacteriaceae;,LT855595.1.1.1358~0.977 FPLM01000150.1.4.1469~0.977 AB266911.1.1.1333~0.971 LWMW01000084.1.19615.22720~0.971 AB236109.1.1.1331~0.969 KP006499.1.1.1411~0.969 AB065294.1.1.1441~0.967 AMPO01000020.1.294.1588~0.967 AB236077.1.1.1334~0.965 AB302950.1.1.1447~0.965 ,turn-check disabled
RRZU011723321.1_26-681(+),0,0,,99,2020-12-10 20:48:59,Bacteria;Nitrospirota;Nitrospiria;Nitrospirales;Nitrospiraceae;Nitrospira;,AF033558.1.1.1533~0.992 CXWJ01006813.1.2949.4408~0.986 KC683233.1.1.1530~0.986 JZQY01000029.1.135.1671~0.983 FP929003.1.1384637.1386163~0.983 FPLP01005034.1.15.1341~0.982 FPLM01005888.1.8.1526~0.977 HQ119451.1.1.1509~0.962 GQ487929.1.1.1486~0.959 JQ936547.1.1.1506~0.957 ,turn-check disabled
RRZU012087153.1_55-584(+),0,0,,98,2020-12-10 20:48:59,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;,KP240954.1.1.1407~0.983 KF465458.1.1.1318~0.977 HQ797421.1.1.1448~0.977 KX022362.1.1.1457~0.977 KX022355.1.1.1465~0.977 JX559226.1.1.1492~0.975 KP279981.1.1.1439~0.975 CP012678.1.831147.832733~0.975 CP012678.1.1419373.1420959~0.975 CP012678.1.1413318.1414904~0.975 ,turn-check disabled
RRZU010876539.1_8-649(-),0,0,,90,2020-12-10 20:48:59,Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;,DQ804721.1.1.1390~0.886 EF404323.1.1.1493~0.881 HQ807886.1.1.1450~0.878 EF402618.1.1.1493~0.878 AB559604.1.1.1522~0.878 AB506232.1.1.1522~0.878 FJ879860.1.1.1490~0.878 DQ807770.1.1.1395~0.878 ACII02000002.1.340713.342230~0.878 EF036467.1.1.1438~0.878 ,turn-check disabled
RRZU011002474.1_648-1274(+),0,0,,98,2020-12-10 20:48:59,Bacteria;Firmicutes;Clostridia;Christensenellales;Christensenellaceae;Christensenellaceae R-7 group;,DQ809789.1.1.1395~0.974 KR067854.1.1.1508~0.973 EU844723.1.1.1528~0.973 AB746525.1.1.1538~0.973 DQ325815.1.1.1347~0.973 EU767496.1.1.1347~0.973 KF842679.1.1.1373~0.973 EU777415.1.1.1374~0.973 EU462388.1.1.1391~0.973 JF797356.1.1.1313~0.971 ,turn-check disabled
RRZU012835422.1_9-539(+),0,0,,98,2020-12-10 20:48:59,Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Hyphomicrobiaceae;Hyphomicrobium;,AB516000.1.1.1448~0.949 AY328675.1.1.1468~0.949 AY328649.1.1.1470~0.949 AY328656.1.1.1474~0.949 FPLP01005755.1.10.1473~0.949 AF097812.2.1.1400~0.945 FPLP01013100.1.114.1579~0.945 GQ500832.1.1.1448~0.943 GQ500758.1.1.1450~0.943 FPLP01001265.1.11.1476~0.943 ,turn-check disabled
RRZU012221349.1_0-602(+),0,0,,90,2020-12-10 20:49:00,Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;,KF037442.1.1.1454~0.920 KF494547.1.1.1454~0.920 ATHL01000125.1.103.1595~0.919 JN687581.1.1.1417~0.919 KY938151.1.1.1347~0.919 JQ793485.1.1.1457~0.915 JN178232.1.1.1486~0.915 HQ798774.1.1.1411~0.915 KU530129.1.1.1448~0.915 KF831411.1.1.1401~0.915 ,turn-check disabled
RRZU012513382.1_19-541(+),0,0,,96,2020-12-10 20:49:00,Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;UBA1819;,HQ761753.1.1.1437~0.952 HQ765936.1.1.1442~0.952 HQ808128.1.1.1443~0.952 HQ762192.1.1.1445~0.952 GQ897597.1.1.1487~0.952 HQ793675.1.1.1439~0.952 HQ761631.1.1.1412~0.952 KM098109.2.1.1519~0.952 CYPT01000006.1.3586.5077~0.952 JQ608212.1.1.1430~0.952 ,turn-check disabled
